battery_capacity,current_battery_level,charging_power,temperature,charging_station_type,charging_time_minutes
50,88,207,2,AC_Slow,30.0
44,67,189,34,DC_Fast,30.0
66,55,295,5,AC_Slow,30.0
51,61,332,43,DC_Fast,30.0
56,72,96,42,AC_Slow,30.0
45,85,263,24,AC_Slow,30.0
72,69,326,25,DC_Fast,30.0
44,74,210,48,DC_Fast,30.0
96,64,56,28,AC_Slow,44.83488800373551
67,66,185,-8,AC_Slow,30.0
53,80,307,-2,AC_Slow,30.0
44,82,7,29,AC_Slow,97.78597793132114
93,35,88,39,AC_Slow,49.732536973228505
95,21,218,42,AC_Slow,40.52498444813727
98,80,38,35,DC_Fast,30.0
72,55,54,41,DC_Fast,63.67277767147676
89,56,293,49,DC_Fast,30.0
87,88,333,18,AC_Slow,30.0
80,47,263,-6,AC_Slow,30.0
58,30,262,-8,DC_Fast,30.0
61,23,276,-1,DC_Fast,30.0
44,11,186,20,DC_Fast,30.0
98,81,37,0,DC_Fast,30.0
41,79,269,6,DC_Fast,30.0
69,42,317,29,DC_Fast,30.0
86,15,44,30,DC_Fast,120.0633523595802
78,46,312,-3,DC_Fast,30.0
43,23,214,41,AC_Slow,30.0
72,46,276,49,DC_Fast,30.0
52,17,140,-9,DC_Fast,30.0
59,86,91,-7,DC_Fast,30.0
93,22,64,5,AC_Slow,101.21535682528587
46,49,168,30,DC_Fast,30.0
54,67,7,47,AC_Slow,203.78698114617202
62,27,19,30,AC_Slow,186.56880755707292
53,66,106,10,AC_Slow,30.0
62,47,259,-6,AC_Slow,30.0
58,41,229,47,AC_Slow,30.0
93,75,214,24,DC_Fast,30.0
68,86,27,3,DC_Fast,30.0
95,34,239,4,AC_Slow,30.0
59,67,135,-5,AC_Slow,30.0
68,84,162,5,AC_Slow,30.0
63,42,177,12,AC_Slow,30.0
57,75,21,49,AC_Slow,51.95369398512246
49,39,318,20,DC_Fast,30.0
80,43,189,31,AC_Slow,30.0
96,78,338,35,AC_Slow,30.0
47,57,188,1,AC_Slow,30.0
65,49,147,30,DC_Fast,30.0
68,60,48,44,DC_Fast,44.376334300729766
49,89,16,8,DC_Fast,30.0
56,22,12,1,AC_Slow,309.79647493603613
41,40,84,34,AC_Slow,30.0
45,48,301,44,DC_Fast,30.0
97,72,166,2,DC_Fast,30.0
44,57,306,38,DC_Fast,30.0
67,57,220,-9,AC_Slow,30.0
80,70,252,9,AC_Slow,30.0
44,21,33,44,DC_Fast,66.820541275448
57,87,276,20,DC_Fast,30.0
65,65,137,-2,AC_Slow,30.0
59,27,9,10,DC_Fast,340.4368340493455
80,36,248,-3,AC_Slow,32.134830238818665
88,37,34,28,DC_Fast,109.63851589349004
66,89,121,26,AC_Slow,30.0
88,61,182,18,AC_Slow,30.0
51,25,265,8,DC_Fast,30.0
46,86,239,24,AC_Slow,30.0
98,67,145,34,AC_Slow,30.0
42,18,309,27,DC_Fast,30.0
49,35,349,15,AC_Slow,30.0
73,37,54,0,DC_Fast,47.09498467913364
64,86,274,25,AC_Slow,30.0
74,45,112,24,DC_Fast,30.0
55,18,50,-7,AC_Slow,73.3875782140936
41,56,86,-8,AC_Slow,30.0
99,87,130,34,DC_Fast,30.0
63,60,88,36,DC_Fast,30.0
49,85,294,1,AC_Slow,30.0
77,66,75,21,DC_Fast,41.88278249169265
61,41,179,36,DC_Fast,30.0
65,76,320,15,AC_Slow,30.0
82,66,334,32,DC_Fast,30.0
94,63,341,32,AC_Slow,30.0
78,25,95,2,DC_Fast,35.39154298388513
66,71,253,33,AC_Slow,30.0
68,65,136,27,DC_Fast,30.0
86,32,173,18,AC_Slow,30.0
77,26,64,44,AC_Slow,77.78574965485495
59,89,341,41,DC_Fast,30.0
66,47,245,40,DC_Fast,30.0
80,81,194,8,AC_Slow,30.0
93,39,344,48,DC_Fast,30.0
59,67,285,24,AC_Slow,30.0
83,87,236,37,AC_Slow,30.0
58,31,293,30,DC_Fast,30.0
59,26,279,48,DC_Fast,30.0
74,24,317,16,DC_Fast,30.0
86,57,19,35,AC_Slow,154.56195216730134
41,41,45,49,DC_Fast,37.80536121691774
69,86,212,20,DC_Fast,30.0
92,49,64,-8,DC_Fast,48.45208818754531
73,66,244,24,AC_Slow,30.0
61,67,100,13,DC_Fast,30.0
42,25,282,41,DC_Fast,30.0
45,37,164,-4,AC_Slow,30.0
54,10,286,40,DC_Fast,30.0
66,50,213,45,AC_Slow,30.0
49,57,137,24,DC_Fast,30.0
48,40,101,10,AC_Slow,30.0
72,45,223,-10,AC_Slow,30.0
71,42,75,33,AC_Slow,54.864279309539214
87,42,278,42,DC_Fast,30.0
45,32,138,-5,DC_Fast,30.0
80,69,70,28,AC_Slow,30.0
98,88,131,23,DC_Fast,30.0
75,39,209,7,DC_Fast,30.0
98,54,302,14,DC_Fast,30.0
99,89,121,4,AC_Slow,30.0
41,48,271,36,DC_Fast,30.0
68,54,286,21,AC_Slow,30.0
43,87,153,31,AC_Slow,30.0
40,21,198,38,DC_Fast,30.0
58,41,172,39,DC_Fast,30.0
65,65,316,7,AC_Slow,30.0
64,33,183,20,DC_Fast,30.0
49,22,152,18,DC_Fast,30.0
92,29,61,4,AC_Slow,80.71399728961254
54,88,9,47,DC_Fast,30.960071956653465
98,65,18,12,AC_Slow,160.076480637201
61,62,284,27,AC_Slow,30.0
90,77,328,30,DC_Fast,30.0
87,63,308,0,AC_Slow,30.0
60,43,220,4,DC_Fast,30.0
98,37,179,12,DC_Fast,30.0
95,59,320,-8,DC_Fast,30.0
61,11,7,8,AC_Slow,630.342700182261
75,35,141,-10,AC_Slow,40.695210811729446
73,60,104,13,AC_Slow,30.0
69,56,87,38,DC_Fast,30.0
64,35,284,0,DC_Fast,30.0
84,84,136,19,AC_Slow,30.0
67,83,5,39,DC_Fast,163.73359642563835
40,70,120,0,DC_Fast,30.0
88,32,206,49,AC_Slow,38.74682110201322
84,46,144,28,AC_Slow,51.28465448279813
43,50,150,-10,AC_Slow,30.0
46,61,270,1,DC_Fast,30.0
88,58,206,-7,DC_Fast,30.0
48,36,156,14,DC_Fast,30.0
75,15,226,-3,AC_Slow,30.857534523984043
58,83,83,4,AC_Slow,30.0
40,75,204,32,AC_Slow,30.0
49,33,254,19,AC_Slow,30.0
75,47,103,29,DC_Fast,54.18979956410245
48,37,217,21,AC_Slow,30.0
84,37,147,33,DC_Fast,30.0
85,75,194,24,AC_Slow,30.0
81,70,305,10,DC_Fast,30.0
71,55,56,20,AC_Slow,54.692058639448476
71,78,116,25,DC_Fast,30.0
45,84,139,16,DC_Fast,30.0
87,83,116,33,AC_Slow,30.0
77,52,17,-3,DC_Fast,154.57627900401553
56,68,277,48,AC_Slow,30.0
49,11,237,12,DC_Fast,30.0
89,24,48,12,AC_Slow,116.85298377876468
66,46,77,31,AC_Slow,38.99308223900802
93,80,265,47,AC_Slow,30.0
89,29,235,44,DC_Fast,30.0
74,44,37,22,DC_Fast,94.05264975438705
91,43,72,2,AC_Slow,49.87428947217286
98,40,20,28,DC_Fast,213.8317737519597
60,28,154,41,AC_Slow,30.0
64,77,296,49,DC_Fast,30.0
67,33,106,24,AC_Slow,35.09787711871155
86,48,190,5,AC_Slow,30.0
54,63,29,1,AC_Slow,76.20314521288209
43,48,76,20,AC_Slow,30.0
68,26,85,-6,AC_Slow,51.87505108711393
98,28,65,39,DC_Fast,73.98640137471929
48,57,22,29,DC_Fast,61.428253267973396
66,44,246,33,DC_Fast,30.0
65,41,62,49,DC_Fast,54.66092533643739
58,56,336,14,AC_Slow,30.0
95,56,61,10,AC_Slow,51.808707686749685
67,73,101,-8,AC_Slow,30.0
56,55,219,37,DC_Fast,30.0
82,44,323,-1,AC_Slow,30.0
96,26,16,12,DC_Fast,311.19133901956116
80,51,15,6,DC_Fast,171.8349887892653
81,38,167,31,DC_Fast,30.0
89,79,287,24,AC_Slow,30.0
59,26,221,14,DC_Fast,30.0
84,23,327,-9,DC_Fast,30.0
79,33,245,16,DC_Fast,30.0
78,66,349,35,DC_Fast,30.0
88,59,49,-2,DC_Fast,62.98559987978475
92,66,85,48,AC_Slow,38.36823116556959
62,70,259,38,DC_Fast,30.0
86,48,71,-7,DC_Fast,31.168335685019393
71,64,106,49,DC_Fast,30.0
91,45,95,15,AC_Slow,36.67630913340974
86,46,46,21,DC_Fast,80.91568419864105
72,23,280,18,AC_Slow,30.0
96,36,308,11,DC_Fast,30.0
85,40,278,36,AC_Slow,30.0
44,82,81,2,AC_Slow,30.0
82,53,238,12,AC_Slow,30.0
87,77,206,20,DC_Fast,30.0
73,57,225,40,DC_Fast,30.0
79,66,266,30,DC_Fast,30.0
50,84,43,25,DC_Fast,30.0
89,31,15,42,AC_Slow,336.35024557866177
42,13,116,29,DC_Fast,30.0
97,81,112,20,DC_Fast,30.0
72,55,98,49,AC_Slow,30.0
50,68,315,4,AC_Slow,30.0
55,43,88,3,AC_Slow,30.0
57,20,62,24,AC_Slow,56.58866064618574
69,40,297,13,DC_Fast,30.0
87,20,20,19,DC_Fast,234.72177720541504
94,65,330,19,AC_Slow,30.0
49,47,97,16,AC_Slow,30.0
57,30,169,38,DC_Fast,43.28410088000851
77,19,219,29,AC_Slow,30.0
58,35,148,3,AC_Slow,30.0
75,17,278,34,AC_Slow,30.0
98,17,142,36,DC_Fast,42.71052820953528
52,69,208,0,DC_Fast,30.0
95,81,306,48,DC_Fast,30.0
85,43,214,36,AC_Slow,30.0
42,25,23,33,DC_Fast,89.42764093350773
49,22,298,15,AC_Slow,30.0
77,85,297,45,DC_Fast,30.0
40,31,305,43,AC_Slow,30.0
94,36,166,10,AC_Slow,55.09226529381587
95,73,134,-2,DC_Fast,30.0
66,11,48,43,DC_Fast,73.68150555604997
85,35,87,36,AC_Slow,30.0
47,78,128,-10,AC_Slow,30.0
90,39,31,33,AC_Slow,148.5210258509112
85,17,308,-5,AC_Slow,30.0
81,47,11,-10,AC_Slow,311.10969671469564
56,70,345,11,DC_Fast,30.0
48,74,203,40,AC_Slow,30.0
45,76,116,43,DC_Fast,30.0
82,55,93,2,DC_Fast,30.0
64,81,132,27,DC_Fast,30.0
78,52,234,38,DC_Fast,30.0
88,68,22,34,AC_Slow,94.687602007506
99,55,293,30,DC_Fast,30.0
67,81,165,29,DC_Fast,30.0
72,44,285,20,DC_Fast,30.0
93,48,170,4,AC_Slow,30.0
76,60,264,39,DC_Fast,30.0
48,13,194,-9,DC_Fast,30.0
57,89,342,42,DC_Fast,30.0
95,86,270,20,AC_Slow,30.0
98,60,295,15,AC_Slow,30.0
60,14,283,-9,AC_Slow,30.0
41,64,221,0,DC_Fast,30.0
97,29,325,22,AC_Slow,30.0
82,33,342,7,AC_Slow,30.0
98,45,211,10,AC_Slow,30.0
99,43,157,48,DC_Fast,30.0
77,63,185,20,AC_Slow,30.0
97,43,216,15,DC_Fast,30.0
79,26,277,19,DC_Fast,30.0
75,14,207,28,DC_Fast,35.60218337690923
89,27,209,10,DC_Fast,30.0
99,64,157,38,AC_Slow,30.0
82,62,174,5,AC_Slow,30.0
76,59,245,-4,DC_Fast,30.0
54,81,291,11,DC_Fast,30.0
67,88,249,-4,DC_Fast,30.0
57,54,325,-9,DC_Fast,30.0
73,22,84,26,AC_Slow,45.937269593267644
61,25,96,3,AC_Slow,33.64825634043604
50,22,153,-3,DC_Fast,30.0
97,29,34,18,AC_Slow,193.62779308538566
96,75,127,33,AC_Slow,30.0
52,56,330,-4,AC_Slow,30.0
43,28,33,27,AC_Slow,82.73580257332931
61,54,263,34,DC_Fast,30.0
46,46,190,11,AC_Slow,30.0
82,63,79,33,DC_Fast,30.76214844139509
93,15,49,6,AC_Slow,114.55377794511054
63,23,73,5,AC_Slow,56.740289399045835
43,13,214,22,DC_Fast,30.0
67,64,243,28,AC_Slow,30.0
54,43,344,24,DC_Fast,30.0
40,36,312,27,AC_Slow,30.0
94,16,196,49,DC_Fast,37.83630050140776
42,12,107,21,AC_Slow,30.0
53,56,245,42,DC_Fast,30.0
77,11,257,-8,AC_Slow,30.0
89,89,224,43,DC_Fast,30.0
96,34,340,-8,AC_Slow,30.0
40,69,221,-3,DC_Fast,30.0
77,88,206,35,DC_Fast,30.0
77,33,33,20,AC_Slow,120.21136690202954
60,24,216,44,DC_Fast,30.0
87,23,158,-2,DC_Fast,30.0
68,63,235,-6,AC_Slow,30.0
44,87,106,17,AC_Slow,30.0
88,15,319,4,AC_Slow,34.88833458904988
49,87,181,38,DC_Fast,30.0
67,27,185,16,DC_Fast,30.0
60,29,236,31,AC_Slow,41.95016330131833
89,71,16,20,DC_Fast,106.5435466952286
46,89,190,48,AC_Slow,30.0
42,49,253,29,DC_Fast,30.0
84,48,270,7,AC_Slow,30.0
86,61,139,27,DC_Fast,30.0
59,41,249,38,AC_Slow,30.0
58,82,35,43,AC_Slow,30.0
74,36,263,-7,AC_Slow,30.0
43,61,108,10,DC_Fast,30.0
44,72,5,36,DC_Fast,165.10309260152687
40,83,211,31,DC_Fast,30.0
43,72,139,12,AC_Slow,30.0
51,26,275,34,DC_Fast,30.0
99,58,93,11,DC_Fast,30.0
66,32,199,-10,AC_Slow,30.0
95,81,126,14,AC_Slow,30.0
81,22,120,43,AC_Slow,43.1939635562395
62,32,200,43,AC_Slow,30.0
64,66,40,30,DC_Fast,30.0
60,71,71,17,AC_Slow,35.028603583263106
97,63,137,47,DC_Fast,30.08535265999227
91,29,285,26,AC_Slow,30.0
63,61,15,0,DC_Fast,110.74039728703129
64,32,222,11,AC_Slow,30.0
84,44,326,43,AC_Slow,30.0
94,76,160,44,AC_Slow,30.0
85,43,244,14,AC_Slow,30.0
71,42,64,42,AC_Slow,52.854021161097684
94,55,142,10,DC_Fast,30.0
71,54,54,25,DC_Fast,44.02664554238219
44,28,171,47,DC_Fast,30.0
75,24,169,9,DC_Fast,30.0
85,87,323,5,DC_Fast,30.0
81,75,193,17,AC_Slow,30.0
88,48,96,45,AC_Slow,51.92191706628445
81,27,298,18,DC_Fast,30.0
97,79,293,39,DC_Fast,30.0
78,68,79,15,DC_Fast,30.0
55,41,49,29,DC_Fast,66.861609805361
72,30,57,-9,DC_Fast,52.836796329777215
88,49,179,38,AC_Slow,30.0
60,36,165,-1,DC_Fast,30.0
48,11,71,2,AC_Slow,44.53506266935077
45,89,274,4,DC_Fast,30.0
90,48,128,-2,AC_Slow,34.999566828332526
84,65,186,16,DC_Fast,30.0
74,22,186,-3,DC_Fast,30.0
78,65,40,-5,AC_Slow,75.33709431489805
61,75,216,25,AC_Slow,30.0
80,87,138,39,AC_Slow,30.0
93,65,182,13,DC_Fast,30.0
44,37,170,-8,DC_Fast,30.0
81,73,341,15,DC_Fast,30.0
62,80,333,25,DC_Fast,30.0
56,73,331,10,AC_Slow,30.0
51,65,50,2,AC_Slow,30.0
62,50,160,41,AC_Slow,30.0
55,50,240,0,AC_Slow,42.64873852205642
42,13,320,-3,AC_Slow,30.0
69,66,64,46,AC_Slow,33.84454954521949
96,39,9,35,AC_Slow,515.0550048001838
61,55,185,35,DC_Fast,30.0
48,65,149,37,DC_Fast,30.0
68,40,319,3,AC_Slow,30.0
86,16,269,22,AC_Slow,30.0
76,86,227,-9,DC_Fast,30.0
62,63,305,49,AC_Slow,30.0
52,17,340,41,DC_Fast,30.0
71,64,241,-10,DC_Fast,30.0
85,78,17,0,AC_Slow,92.05294110493091
91,53,343,-5,DC_Fast,30.0
86,22,272,21,DC_Fast,30.0
87,29,270,4,DC_Fast,30.0
62,87,20,1,AC_Slow,45.19271233833346
84,41,96,26,AC_Slow,61.35593063618396
56,69,252,18,DC_Fast,30.0
94,59,23,44,AC_Slow,128.3179587753713
79,36,107,33,DC_Fast,36.966412104720945
60,34,99,11,DC_Fast,30.0
41,61,287,35,AC_Slow,30.0
76,77,217,3,DC_Fast,30.0
45,30,41,8,DC_Fast,63.24084822698646
83,27,65,-6,DC_Fast,78.55837455041308
57,48,295,24,DC_Fast,30.0
69,24,307,14,DC_Fast,30.0
61,62,248,39,DC_Fast,30.0
93,47,315,27,DC_Fast,30.0
72,57,348,-2,AC_Slow,30.0
69,61,10,47,AC_Slow,205.84788910797477
56,81,310,-4,DC_Fast,30.0
82,37,169,42,AC_Slow,30.0
71,25,17,7,DC_Fast,203.3380781877159
81,25,29,-9,DC_Fast,147.55256932287904
90,44,228,41,DC_Fast,30.15611819177613
53,26,127,-1,DC_Fast,30.0
97,82,133,33,AC_Slow,30.0
49,61,309,-9,DC_Fast,30.0
86,21,126,49,DC_Fast,30.0
99,57,39,34,AC_Slow,85.1897477610661
90,31,87,-3,AC_Slow,45.708875830336645
75,58,313,47,AC_Slow,30.0
73,61,186,44,AC_Slow,30.0
48,88,80,-4,AC_Slow,30.0
81,10,108,24,AC_Slow,41.936992968481874
67,75,236,12,DC_Fast,30.0
50,73,307,-3,DC_Fast,30.0
53,17,47,10,AC_Slow,82.45402891915941
78,34,97,22,AC_Slow,52.56305962914644
94,75,148,36,DC_Fast,30.0
86,82,258,-10,AC_Slow,30.0
93,82,82,1,AC_Slow,30.0
58,86,267,0,AC_Slow,30.0
93,79,74,37,DC_Fast,30.0
54,88,153,19,AC_Slow,30.0
67,60,296,-7,DC_Fast,30.0
63,62,218,23,DC_Fast,32.38049356426573
47,24,314,12,DC_Fast,30.0
82,59,151,21,AC_Slow,30.0
48,80,29,-8,AC_Slow,30.0
86,84,327,17,DC_Fast,30.0
72,47,113,-7,DC_Fast,47.307944070821634
72,49,185,46,AC_Slow,31.917616173354354
58,75,255,39,DC_Fast,30.0
42,48,207,1,AC_Slow,30.248780897812694
49,83,308,13,DC_Fast,30.0
79,26,174,22,AC_Slow,30.0
86,16,179,-8,AC_Slow,41.35055892475105
81,48,174,-7,DC_Fast,30.0
40,77,6,19,DC_Fast,116.61386190041105
68,44,138,-5,AC_Slow,30.0
89,60,131,38,DC_Fast,30.0
73,56,50,19,DC_Fast,60.23059065417293
90,45,198,-3,DC_Fast,34.578433739169974
52,73,213,7,AC_Slow,30.0
93,22,300,5,DC_Fast,39.254704329986225
40,27,62,42,DC_Fast,39.01846476581984
73,30,82,-5,DC_Fast,49.05935586646787
68,74,206,13,DC_Fast,30.0
87,17,293,40,AC_Slow,30.0
86,57,66,17,DC_Fast,30.0
52,52,272,21,AC_Slow,30.0
87,62,130,14,AC_Slow,30.0
88,36,53,17,DC_Fast,85.8196506098578
92,28,92,10,DC_Fast,54.70751809726923
68,32,338,-3,AC_Slow,30.0
78,59,265,25,DC_Fast,30.0
63,60,183,49,DC_Fast,30.0
65,52,73,-2,AC_Slow,32.93511931356037
56,60,64,29,DC_Fast,30.0
46,78,306,10,DC_Fast,30.0
52,50,253,40,DC_Fast,30.0
44,81,173,-10,AC_Slow,30.0
65,20,273,42,DC_Fast,30.0
88,89,116,42,AC_Slow,30.0
42,61,104,-7,AC_Slow,30.0
46,32,219,-1,AC_Slow,30.0
97,58,117,15,DC_Fast,30.0
88,47,101,29,DC_Fast,35.75743898756355
78,56,311,-8,AC_Slow,30.0
92,81,122,33,AC_Slow,30.0
40,16,40,47,DC_Fast,69.40239462371007
88,75,341,-2,DC_Fast,30.0
56,86,294,21,AC_Slow,30.0
82,71,308,-8,DC_Fast,30.0
64,38,128,-7,AC_Slow,30.0
98,47,44,-5,AC_Slow,94.65096623661341
42,42,145,-2,DC_Fast,30.0
54,38,30,15,DC_Fast,74.34232911431381
68,88,146,-9,DC_Fast,30.0
92,32,340,-9,AC_Slow,30.0
82,12,61,39,DC_Fast,87.0528968663473
71,54,154,10,DC_Fast,30.0
65,17,209,11,AC_Slow,30.0
99,38,80,-8,AC_Slow,70.64170804819982
55,11,289,24,DC_Fast,30.0
64,59,214,39,DC_Fast,30.0
93,74,262,48,AC_Slow,30.0
67,29,263,27,AC_Slow,30.0
48,61,188,22,DC_Fast,30.0
95,46,332,46,DC_Fast,30.0
95,81,15,4,AC_Slow,87.00999523379373
40,36,164,0,DC_Fast,30.0
68,56,264,-1,AC_Slow,30.0
96,15,92,25,AC_Slow,87.34164609815818
61,69,188,3,DC_Fast,30.0
55,54,20,-9,DC_Fast,115.62795330107527
80,53,248,34,AC_Slow,30.0
90,27,90,37,AC_Slow,78.97028248971257
83,74,203,33,AC_Slow,30.0
90,34,14,43,DC_Fast,303.1061725177754
93,36,168,26,AC_Slow,44.12133847523202
80,16,28,40,AC_Slow,203.222297939403
46,53,68,18,AC_Slow,31.782084959507948
53,38,316,24,DC_Fast,30.51622304633941
68,53,242,42,AC_Slow,30.0
58,45,349,9,DC_Fast,30.0
58,28,242,10,DC_Fast,30.0
41,15,26,23,AC_Slow,124.75350113160479
80,34,184,48,AC_Slow,37.464121949991394
84,40,310,38,AC_Slow,30.0
54,18,51,42,DC_Fast,37.740684355895254
42,83,283,32,AC_Slow,30.0
50,46,228,22,DC_Fast,30.0
92,36,222,8,DC_Fast,30.0
85,22,241,-3,DC_Fast,30.0
69,50,208,20,DC_Fast,30.0
96,75,343,0,DC_Fast,30.0
79,33,23,-3,DC_Fast,155.6083307482896
57,53,184,14,AC_Slow,30.0
90,69,166,38,AC_Slow,30.0
87,18,289,9,DC_Fast,30.0
41,11,65,27,DC_Fast,44.717833220557
71,65,89,-4,AC_Slow,30.0
47,39,39,42,AC_Slow,56.73924535362394
61,31,9,2,AC_Slow,375.58239267673105
45,84,80,28,AC_Slow,30.0
51,22,257,32,DC_Fast,30.0
86,80,11,-1,AC_Slow,124.5782129435657
96,25,173,-3,DC_Fast,39.016939692098305
79,54,134,31,DC_Fast,30.0
75,74,142,43,AC_Slow,30.0
54,20,304,32,AC_Slow,30.0
67,79,330,9,DC_Fast,30.0
91,29,95,6,DC_Fast,48.86837405851587
96,72,167,0,DC_Fast,30.0
88,21,322,5,DC_Fast,30.0
84,71,257,26,AC_Slow,30.0
57,51,205,31,AC_Slow,30.0
41,78,24,21,AC_Slow,33.7484986367394
52,67,233,15,AC_Slow,30.0
84,14,167,47,AC_Slow,42.656810408330614
93,36,169,41,DC_Fast,30.0
54,37,236,26,DC_Fast,30.0
59,35,332,41,AC_Slow,30.0
68,58,242,-2,AC_Slow,30.0
98,30,124,24,DC_Fast,30.0
81,10,111,-8,DC_Fast,38.185204360883716
68,67,254,20,AC_Slow,30.0
42,88,340,31,AC_Slow,30.0
58,64,288,-4,DC_Fast,30.0
42,35,202,-9,AC_Slow,30.0
93,34,224,14,AC_Slow,30.0
53,86,155,29,DC_Fast,30.0
79,42,290,1,DC_Fast,30.0
98,81,269,19,DC_Fast,30.0
94,78,224,43,AC_Slow,30.0
43,15,220,19,DC_Fast,30.0
98,32,319,18,AC_Slow,30.0
99,39,160,30,DC_Fast,39.8672334749063
91,87,220,0,AC_Slow,30.0
50,63,339,40,AC_Slow,30.0
97,20,118,41,DC_Fast,45.782692209365635
70,40,165,12,AC_Slow,30.0
82,15,307,6,AC_Slow,30.0
71,20,102,2,DC_Fast,46.7111703393291
66,86,161,22,AC_Slow,30.0
69,21,166,-10,DC_Fast,30.0
82,75,46,49,AC_Slow,52.34492488527613
41,62,184,29,DC_Fast,30.0
88,45,307,2,DC_Fast,30.0
48,26,334,27,AC_Slow,30.0
67,37,55,-8,DC_Fast,49.16081703923894
70,31,256,5,DC_Fast,30.0
99,16,124,31,AC_Slow,61.82006186921161
73,24,79,-4,DC_Fast,61.96162097250047
95,20,166,43,DC_Fast,30.0
54,33,153,42,DC_Fast,30.0
87,76,127,-8,DC_Fast,30.0
64,39,145,3,AC_Slow,30.0
75,79,186,5,DC_Fast,30.0
47,75,281,-7,DC_Fast,30.0
48,70,261,20,DC_Fast,30.0
97,87,329,2,AC_Slow,30.0
97,50,249,16,AC_Slow,30.0
76,60,90,48,DC_Fast,30.633997439060447
87,53,75,-10,DC_Fast,35.1268003712527
84,22,273,14,AC_Slow,30.0
78,21,184,26,DC_Fast,30.0
71,18,283,39,DC_Fast,30.0
97,57,153,33,DC_Fast,30.0
91,58,10,0,DC_Fast,268.9475890214247
56,62,152,-2,AC_Slow,30.0
74,65,336,49,AC_Slow,30.0
76,49,172,-4,AC_Slow,30.0
58,33,13,3,AC_Slow,218.54042181225276
83,81,182,19,AC_Slow,30.0
68,42,288,13,DC_Fast,30.0
98,32,120,-8,AC_Slow,46.53178725110553
46,86,100,37,DC_Fast,30.0
67,63,335,28,AC_Slow,30.0
48,62,348,16,DC_Fast,30.0
67,58,60,-10,AC_Slow,37.17637628308021
45,87,211,27,AC_Slow,30.0
68,87,109,15,DC_Fast,30.0
97,89,39,-5,DC_Fast,30.0
56,58,213,48,DC_Fast,30.0
55,69,285,31,AC_Slow,30.0
62,74,151,1,AC_Slow,30.0
70,41,291,43,DC_Fast,30.0
42,88,85,40,AC_Slow,30.0
60,30,54,27,DC_Fast,72.50084094198147
65,27,91,35,AC_Slow,43.19803848715667
75,69,195,24,DC_Fast,30.0
81,22,307,-1,DC_Fast,30.0
76,33,5,-2,AC_Slow,818.298254156224
92,39,142,12,DC_Fast,30.0
61,11,140,19,AC_Slow,31.25943226476038
81,34,158,41,AC_Slow,30.0
51,59,166,40,AC_Slow,30.0
81,23,23,11,DC_Fast,183.03938027135703
52,15,332,36,DC_Fast,30.0
50,85,247,-2,DC_Fast,30.0
93,39,133,8,AC_Slow,30.0
55,39,180,-3,AC_Slow,30.0
47,47,284,43,DC_Fast,30.0
79,67,88,-7,AC_Slow,30.0
98,50,226,-6,AC_Slow,30.0
96,66,329,8,AC_Slow,30.0
79,45,149,35,DC_Fast,33.96797290160294
84,73,110,7,DC_Fast,30.0
98,25,329,46,DC_Fast,30.0
41,87,15,18,AC_Slow,30.0
69,81,170,8,AC_Slow,30.0
69,23,200,-5,DC_Fast,30.0
51,40,235,-6,DC_Fast,30.0
49,75,151,47,DC_Fast,30.0
83,77,242,32,AC_Slow,30.0
50,74,17,45,DC_Fast,70.56515891246147
54,64,223,-6,DC_Fast,30.0
55,87,261,48,DC_Fast,30.0
56,49,6,-3,AC_Slow,379.1394388218337
65,34,214,16,DC_Fast,30.0
41,34,229,26,AC_Slow,30.0
89,12,198,32,DC_Fast,30.0
51,78,200,47,AC_Slow,30.0
90,35,264,34,DC_Fast,30.0
65,49,61,27,DC_Fast,47.72746518214514
62,47,117,26,AC_Slow,30.0
57,47,217,7,DC_Fast,30.0
71,77,283,15,DC_Fast,30.0
88,16,248,31,DC_Fast,35.806782504803294
77,39,121,5,DC_Fast,30.0
96,28,91,11,AC_Slow,48.12542746658386
86,44,267,35,AC_Slow,30.0
42,42,304,12,AC_Slow,30.0
77,42,117,36,AC_Slow,30.0
42,87,168,-8,AC_Slow,30.0
69,47,8,-8,AC_Slow,374.35849035517487
40,19,122,1,AC_Slow,30.0
69,66,27,12,AC_Slow,69.94255130751573
84,37,237,36,DC_Fast,30.0
71,87,94,0,DC_Fast,30.0
67,47,259,31,AC_Slow,30.0
60,25,96,41,AC_Slow,33.50043260723651
97,30,159,36,AC_Slow,30.0
85,15,311,39,DC_Fast,30.0
52,50,119,46,AC_Slow,30.0
66,24,211,35,AC_Slow,30.0
75,12,85,18,AC_Slow,61.59239604183
46,52,107,46,AC_Slow,30.0
61,56,84,-5,DC_Fast,30.0
49,23,107,35,AC_Slow,30.0
78,75,244,5,DC_Fast,30.0
92,38,269,23,DC_Fast,30.0
54,13,37,40,DC_Fast,96.43684304588805
54,35,39,26,AC_Slow,65.95038246178692
43,21,253,0,DC_Fast,33.534592605822056
71,11,54,0,AC_Slow,89.22470467207152
62,26,284,42,AC_Slow,30.0
94,44,246,14,AC_Slow,30.0
45,19,156,47,AC_Slow,30.0
63,52,151,8,AC_Slow,30.0
59,30,43,21,AC_Slow,98.79568092321139
97,24,193,39,AC_Slow,40.31350793529625
76,44,29,47,AC_Slow,117.44694956440352
59,69,248,-3,DC_Fast,30.0
51,53,227,44,AC_Slow,30.0
